CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL21799	27913	CHEMBL21799	27913	ETOPRINE	21	283.16	3.41	77.81	0	CCc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2	949939	IC50	=	17400	nM	4.76				155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL161117	266290	CHEMBL161117	266290		37 (C110)	391.85	4.87	89.23	0	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(Oc4ccccc4)c3	1105085	IC50	=	3400	nM	5.47				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22138	27543	CHEMBL22138	27543		32	412.48	4.73	96.28	0	Nc1ncc(Cc2ccc(OCc3ccccc3)c(OCc4ccccc4)c2)c(N)n1	193475	IC50	<	40	nM					155472	CHEMBL769668	F	In vitro antimalarial activity relative to trimethoprim against Plasmodium falciparum Vl/S with quadruple DHFR mutant (N51I/C59R/S108N/I164L)	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL21395	27895	CHEMBL21395	27895		31	350.41	3.49	96.28	0	CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc3ccccc3	221915	IC50	=	14360	nM	4.84				155459	CHEMBL769484	F	In vitro antimalarial activity against Plasmodium falciparum Csl-2 triple DHFR mutant (C59R/S108N/I164L)/	1	Scientific Literature	Plasmodium falciparum	CsI-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL161009	267252	CHEMBL161009	267252		29 (C435)	321.85	4.1	80	0	CCCCCCC1(C)N=C(N)N=C(N)N1c2cccc(Cl)c2	1112169	IC50	=	480	nM	6.32				155797	CHEMBL760283	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R/S108N (K1CB1) mutant	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL278847	27914	CHEMBL278847	27914		SO3	248.71	2.75	77.81	0	CCc1nc(N)nc(N)c1c2cccc(Cl)c2	205653	IC50	=	12.7	nM	7.9				209302	CHEMBL811757	B	Inhibitory activity against mutant Plasmodium falciparum DHFR-TS	1	Scientific Literature	Plasmodium falciparum		5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			14888	CHEMBL1131602	9554869	J. Med. Chem.	1998	41	9	1367
CHEMBL161673	266702	CHEMBL161673	266702		28 (C71)	321.85	4.1	80	0	CCCCCCC1(C)N=C(N)N=C(N)N1c2ccc(Cl)cc2	1136412	IC50	=	4100	nM	5.39				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL36	2080	CHEMBL36	2080	PYRIMETHAMINE	Pyrimethamine (P1)	248.71	2.75	77.81	0	CCc1nc(N)nc(N)c1c2ccc(Cl)cc2	1135249	IC50	=	80	nM	7.1				155801	CHEMBL765486	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase wild type (TM4/8.2)	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL325533	194433	CHEMBL325533	194433		51	304.34	1.83	105.51	0	COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC	195831	IC50	>	730	nM					155468	CHEMBL769664	F	In vitro antimalarial activity against Plasmodium falciparum K1CB1 double DHFR mutation (C59R/S108N) relative to trimethoprim	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL346963	267151	CHEMBL346963	267151		42 (C372)	321.85	4.62	80	0	CCCCCCCC1N=C(N)N=C(N)N1c2cccc(Cl)c2	1132453	IC50	=	140	nM	6.85				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL21921	27959	CHEMBL21921	27959		11 (P31)	338.83	4.7	77.81	0	Nc1nc(N)c(c(CCCc2ccccc2)n1)c3cccc(Cl)c3	1114638	IC50	=	3600	nM	5.44				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL346932	266191	CHEMBL346932	266191		17 (P43)	382.84	4.02	104.12	0	Nc1nc(N)c(c(CCCOC(=O)c2ccccc2)n1)c3cccc(Cl)c3	1106367	IC50	=	2100	nM	5.68				155801	CHEMBL765486	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase wild type (TM4/8.2)	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL56146	87503	CHEMBL56146	87503		33	306.36	3.16	87.05	0	Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1	193490	IC50	=	21490	nM	4.67				155471	CHEMBL769667	F	In vitro antimalarial activity against Plasmodium falciparum Vl/S with quadruple DHFR mutant (N51I/C59R/S108N/I164L) 	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL348151	266599	CHEMBL348151	266599		46 (C299)	459.85	5.81	89.23	1	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(Oc4cccc(c4)C(F)(F)F)c3	1135286	IC50	=	2800	nM	5.55				155800	CHEMBL765485	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase N51I/C59R/S108N (W2)	1	Scientific Literature	Plasmodium falciparum	W2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL56146	87503	CHEMBL56146	87503		33	306.36	3.16	87.05	0	Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1	193487	IC50	=	130	nM	6.89				155468	CHEMBL769664	F	In vitro antimalarial activity against Plasmodium falciparum K1CB1 double DHFR mutation (C59R/S108N) relative to trimethoprim	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL161757	266600	CHEMBL161757	266600		44 (C186)	460.74	6.2	89.23	1	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(Oc4cc(Cl)cc(Cl)c4)c3	1108684	IC50	=	3900	nM	5.41				155799	CHEMBL765484	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase CN51I/C59R/S108N/I164L (V1/S) mutant	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22	1216	CHEMBL22	1216	TRIMETHOPRIM	Tmp	290.32	1.54	105.51	0	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	981756	IC50	=	136500	nM			Outside typical range		155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL747	39570	CHEMBL747	39570	CYCLOGUANIL	Cycloguanil (C21)	251.72	1.62	80	0	CC1(C)N=C(N)N=C(N)N1c2ccc(Cl)cc2	1121738	IC50	=	37900	nM	4.42				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL444605	267117	CHEMBL444605	267117		15 (P42)	320.77	2.36	104.12	0	CC(=O)OCCCc1nc(N)nc(N)c1c2cccc(Cl)c2	1111026	IC50	=	5300	nM	5.28				155799	CHEMBL765484	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase CN51I/C59R/S108N/I164L (V1/S) mutant	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22146	28057	CHEMBL22146	28057		30	336.39	3.14	96.28	0	COc1cc(Cc2cnc(N)nc2N)ccc1OCc3ccccc3	215916	IC50	=	700	nM	6.15				155470	CHEMBL769666	F	In vitro antimalarial activity relative to trimethoprim against Plasmodium falciparum TM4/8.2 wtDHFR	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL444605	267117	CHEMBL444605	267117		15 (P42)	320.77	2.36	104.12	0	CC(=O)OCCCc1nc(N)nc(N)c1c2cccc(Cl)c2	1111024	IC50	=	2100	nM	5.68				155800	CHEMBL765485	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase N51I/C59R/S108N (W2)	1	Scientific Literature	Plasmodium falciparum	W2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22403	27897	CHEMBL22403	27897		22 (P40)	398.89	3.76	96.28	0	Nc1nc(N)c(c(CCOCCCOc2ccccc2)n1)c3cccc(Cl)c3	1122874	IC50	=	4600	nM	5.34				155799	CHEMBL765484	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase CN51I/C59R/S108N/I164L (V1/S) mutant	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL282275	27352	CHEMBL282275	27352		14	293.16	2.83	77.81	0	CCc1nc(N)nc(N)c1c2ccc(Br)cc2	961547	IC50	=	25000	nM	4.6				155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL22327	27896	CHEMBL22327	27896		41	364.44	3.92	96.28	0	COc1cc(Cc2cnc(N)nc2N)ccc1OCCCc3ccccc3	956566	IC50	=	11700	nM	4.93				155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL161117	266290	CHEMBL161117	266290		37 (C110)	391.85	4.87	89.23	0	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(Oc4ccccc4)c3	1105082	IC50	=	60	nM	7.22				155795	CHEMBL760281	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase A16V/S108T (T9/94RC17) mutant	1	Scientific Literature	Plasmodium falciparum	T9/94RC17	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL325533	194433	CHEMBL325533	194433		51	304.34	1.83	105.51	0	COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC	195835	IC50	=	500	nM	6.3				155472	CHEMBL769668	F	In vitro antimalarial activity relative to trimethoprim against Plasmodium falciparum Vl/S with quadruple DHFR mutant (N51I/C59R/S108N/I164L)	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL279948	27514	CHEMBL279948	27514		55	426.51	5.01	96.28	1	Cc1nc(N)nc(N)c1Cc2ccc(OCc3ccccc3)c(OCc4ccccc4)c2	219622	IC50	=	4480	nM	5.35				155469	CHEMBL769665	F	In vitro antimalarial activity against Plasmodium falciparum TM4/8.2 wtDHFR	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL120123	195068	CHEMBL120123	195068		53	350.41	3.43	96.28	0	COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc3ccccc3	215963	IC50	=	6840	nM	5.16				155469	CHEMBL769665	F	In vitro antimalarial activity against Plasmodium falciparum TM4/8.2 wtDHFR	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL416552	27919	CHEMBL416552	27919		18 (P39)	270.37	3.91	77.81	0	CCCCCCc1nc(N)nc(N)c1c2ccccc2	1129119	IC50	=	60	nM	7.22				155801	CHEMBL765486	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase wild type (TM4/8.2)	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL120123	195068	CHEMBL120123	195068		53	350.41	3.43	96.28	0	COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc3ccccc3	215966	IC50	=	180	nM	6.74				155468	CHEMBL769664	F	In vitro antimalarial activity against Plasmodium falciparum K1CB1 double DHFR mutation (C59R/S108N) relative to trimethoprim	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL161757	266600	CHEMBL161757	266600		44 (C186)	460.74	6.2	89.23	1	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(Oc4cc(Cl)cc(Cl)c4)c3	1108683	IC50	=	3900	nM	5.41				155798	CHEMBL760860	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase C59R+S108N/I164L (Csl-2) mutant	1	Scientific Literature	Plasmodium falciparum	Csl-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22901	27612	CHEMBL22901	27612		39	440.49	3.44	123.97	0	CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc3cc(OC)c(OC)c(OC)c3	215947	IC50	=	70	nM	7.15				155469	CHEMBL769665	F	In vitro antimalarial activity against Plasmodium falciparum TM4/8.2 wtDHFR	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL120123	195068	CHEMBL120123	195068		53	350.41	3.43	96.28	0	COc1cc(Cc2c(C)nc(N)nc2N)ccc1OCc3ccccc3	215968	IC50	=	20	nM	7.7				155460	CHEMBL769485	F	In vitro antimalarial activity against Plasmodium falciparum Csl-2 triple DHFR mutant (C59R/S108N/I164L) relative to trimethoprim	1	Scientific Literature	Plasmodium falciparum	CsI-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL278847	27914	CHEMBL278847	27914		5 (P30)	248.71	2.75	77.81	0	CCc1nc(N)nc(N)c1c2cccc(Cl)c2	1113333	IC50	=	420	nM	6.38				155801	CHEMBL765486	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase wild type (TM4/8.2)	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL56146	87503	CHEMBL56146	87503		33	306.36	3.16	87.05	0	Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1	193488	IC50	=	15260	nM	4.82				155459	CHEMBL769484	F	In vitro antimalarial activity against Plasmodium falciparum Csl-2 triple DHFR mutant (C59R/S108N/I164L)/	1	Scientific Literature	Plasmodium falciparum	CsI-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL352441	266757	CHEMBL352441	266757		19 (P44)	412.87	4.59	113.35	0	Nc1nc(N)c(c(CCCOC(=O)OCc2ccccc2)n1)c3cccc(Cl)c3	1131315	IC50	=	1900	nM	5.72				155801	CHEMBL765486	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase wild type (TM4/8.2)	1	Scientific Literature	Plasmodium falciparum	TM4/8.2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22139	27519	CHEMBL22139	27519		40	454.52	3.97	123.97	0	CCCOc1cc(Cc2cnc(N)nc2N)ccc1OCc3cc(OC)c(OC)c(OC)c3	196985	IC50	=	7700	nM	5.11				155459	CHEMBL769484	F	In vitro antimalarial activity against Plasmodium falciparum Csl-2 triple DHFR mutant (C59R/S108N/I164L)/	1	Scientific Literature	Plasmodium falciparum	CsI-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL21885	27350	CHEMBL21885	27350		16	270.37	3.49	77.81	0	CCc1nc(N)nc(N)c1c2ccc(cc2)C(C)(C)C	971887	IC50	=	3900	nM	5.41				155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL21690	28005	CHEMBL21690	28005		30	186.21	1.14	77.81	0	Nc1ncc(c(N)n1)c2ccccc2	977906	IC50	=	19400	nM	4.71				155100	CHEMBL762995	F	Antiplasmodial activity IC50 against Plasmodium falciparum K1CB1 DHFR double-mutant (C59R/S10)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			16871	CHEMBL1135602	11881993	J. Med. Chem.	2002	45	6	1244
CHEMBL274031	23121	CHEMBL274031	23121		34	306.36	3.16	87.05	0	Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1	199255	IC50	=	3520	nM	5.45				155467	CHEMBL769492	F	In vitro antimalarial activity against Plasmodium falciparum K1CB1 double DHFR mutant (C59R/S108N)	1	Scientific Literature	Plasmodium falciparum	K1CB1	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL274031	23121	CHEMBL274031	23121		34	306.36	3.16	87.05	0	Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1	199258	IC50	=	30	nM	7.52				155460	CHEMBL769485	F	In vitro antimalarial activity against Plasmodium falciparum Csl-2 triple DHFR mutant (C59R/S108N/I164L) relative to trimethoprim	1	Scientific Literature	Plasmodium falciparum	CsI-2	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17636	CHEMBL1148379	14711307	J. Med. Chem.	2004	47	2	345
CHEMBL161009	267252	CHEMBL161009	267252		29 (C435)	321.85	4.1	80	0	CCCCCCC1(C)N=C(N)N=C(N)N1c2cccc(Cl)c2	1112168	IC50					Not Determined			155796	CHEMBL760282	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase A16V/S108T (T9/94RC17) mutant	1	Scientific Literature	Plasmodium falciparum	T9/94RC17	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL22693	28044	CHEMBL22693	28044		10 (P33)	304.39	4.03	77.81	0	Nc1nc(N)c(c(CCCc2ccccc2)n1)c3ccccc3	1137664	IC50	=	8600	nM	5.07				155799	CHEMBL765484	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase CN51I/C59R/S108N/I164L (V1/S) mutant	1	Scientific Literature	Plasmodium falciparum	V1/S	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
CHEMBL354011	266862	CHEMBL354011	266862		39 (C185)	405.88	4.87	89.23	0	NC1=NC(N(C(=N1)N)c2cccc(Cl)c2)c3cccc(OCc4ccccc4)c3	1111049	IC50	=	190	nM	6.72				155795	CHEMBL760281	F	In vitro anti-plasmodial activity against Plasmodium falciparum dihydrofolate reductase A16V/S108T (T9/94RC17) mutant	1	Scientific Literature	Plasmodium falciparum	T9/94RC17	5833	Intermediate	70	CHEMBL1939	SINGLE PROTEIN	P13922	Dihydrofolate reductase	Plasmodium falciparum K1	8	Homologous protein			17662	CHEMBL1138835	14736247	J. Med. Chem.	2004	47	3	673
